PageNumber,AreaName,Quantity,Shape,Size,Length,WeightFT,WeightEA,TopOfSteel,GUID
29,BLDG 2 - Partial Roof Framing Plan - Area 1 ,1,W,W21X44,30.0,44.0,1320.0,1,b_15iGSXXTT6TPVVczihtcw7
29,BLDG 2 - Partial Roof Framing Plan - Area 1 ,1,W,W21X44,28.720000000000002,44.0,1263.68,1,b_0GX9NnMVL2Jww6$rB49E$j
29,BLDG 2 - Partial Roof Framing Plan - Area 1 ,1,W,W21X44,30.0,44.0,1320.0,1,b_30qqBd_cb8KP1cTMGCr3RD
29,BLDG 2 - Partial Roof Framing Plan - Area 1 ,1,W,W21X44,30.0,44.0,1320.0,1,b_2cVTtPYGj6QgqsM7DyV1i5
29,BLDG 2 - Partial Roof Framing Plan - Area 1 ,1,W,W18X40,29.4,40.0,1176.0,1,b_2bXrZex$vC9AliCm6uWyzL
29,BLDG 2 - Partial Roof Framing Plan - Area 1 ,1,W,W18X40,45.79,40.0,1831.6,1,b_1Dzt5OgVbE5gJiGQOXb8ab
29,BLDG 2 - Partial Roof Framing Plan - Area 1 ,1,W,W18X40,19.53,40.0,781.2,1,b_0TgqTwsuLFPA9cvF3ZlPG0
29,BLDG 2 - Partial Roof Framing Plan - Area 1 ,1,W,W18X35,45.0,35.0,1575.0,1,b_1I8zuR8Db70O2dN1pmeSn0
29,BLDG 2 - Partial Roof Framing Plan - Area 1 ,1,W,W14X22,29.85,22.0,656.7,1,b_0LC1hD4QX7r88ey3lqHNEQ
29,BLDG 2 - Partial Roof Framing Plan - Area 1 ,1,W,W12X26,9.07,26.0,235.82,1,b_3FUVZ0wfv2dQg0MXEy7L7p
29,BLDG 2 - Partial Roof Framing Plan - Area 1 ,1,W,W12X26,7.5200000000000005,26.0,195.52,1,b_1MRvapXMv02htg1Kyb8qnZ
29,BLDG 2 - Partial Roof Framing Plan - Area 1 ,1,W,W12X26,5.97,26.0,155.22,1,b_1wUwygVZ9D2RumtM5dhM_g
29,BLDG 2 - Partial Roof Framing Plan - Area 1 ,1,W,W12X26,4.42,26.0,114.92,1,b_1Yd4VCxirDXfS7ve8nyqzR
29,BLDG 2 - Partial Roof Framing Plan - Area 1 ,1,W,W10X22,5.41,22.0,119.02,1,b_3tRvvNzjnENByZ7HMeG2dC
29,BLDG 2 - Partial Roof Framing Plan - Area 1 ,1,W,W10X22,4.88,22.0,107.36,1,b_1El78_YIHCPhtDiJ_Vp7rN
29,BLDG 2 - Partial Roof Framing Plan - Area 1 ,1,W,W10X22,4.3500000000000005,22.0,95.7,1,b_3MVOamejvEQh_7RxMi6QgK
29,BLDG 2 - Partial Roof Framing Plan - Area 1 ,1,W,W10X22,3.83,22.0,84.26,1,b_1wi6sfq7L7$wEYvGoi4Omq
29,BLDG 2 - Partial Roof Framing Plan - Area 1 ,1,W,W10X22,3.63,22.0,79.86,1,b_2nayIbhvn1FP94D9VV2T7n
29,BLDG 2 - Partial Roof Framing Plan - Area 1 ,1,W,W10X12,13.37,12.0,160.44,1,b_2PrWn8Nnb1ofg9g$bIhbtm
29,BLDG 2 - Partial Roof Framing Plan - Area 1 ,1,C,C8X11.5,2.8704347826086956,11.5,33.01,1,b_1UzOVxjZ19$8sQqY6P3dVI
30,BLDG 2 - Partial Roof Framing Plan - Area 2 ,1,W,W21X48,31.86,48.0,1529.28,1,b_2DFwLUZYv7AgTcFZ3HZJyV
30,BLDG 2 - Partial Roof Framing Plan - Area 2 ,1,W,W21X57,18.450000000000003,57.0,1051.65,1,b_2hSUOi1HD6VOhlJGvvaEsh
30,BLDG 2 - Partial Roof Framing Plan - Area 2 ,1,W,W21X44,30.0,44.0,1320.0,1,b_1Jf9rYpvrDgAWByqG6P8Js
30,BLDG 2 - Partial Roof Framing Plan - Area 2 ,1,W,W21X44,30.0,44.0,1320.0,1,b_3aMd0MVg90QPiIoX$VHEiu
30,BLDG 2 - Partial Roof Framing Plan - Area 2 ,1,W,W21X44,30.0,44.0,1320.0,1,b_1haoY8fFb7Vf6vUaOkF4pT
30,BLDG 2 - Partial Roof Framing Plan - Area 2 ,1,W,W21X44,30.0,44.0,1320.0,1,b_0reG6mwzj4BPJ4S1n5QoLC
30,BLDG 2 - Partial Roof Framing Plan - Area 2 ,1,W,W21X44,30.0,44.0,1320.0,1,b_3h6nPLtGXCGwQj3LPDsfTb
30,BLDG 2 - Partial Roof Framing Plan - Area 2 ,1,W,W21X44,29.85,44.0,1313.4,1,b_0glZfqaBbBtehWWEpiJpM9
30,BLDG 2 - Partial Roof Framing Plan - Area 2 ,1,W,W16X26,19.33,26.0,502.58,1,b_38kXj4Ip9FVA4v5nDstgJc
30,BLDG 2 - Partial Roof Framing Plan - Area 2 ,1,W,W10X22,4.79,22.0,105.38,1,b_17vLIotnbAGAUu9Z3Teim0
,,1,W,W18X40,6.890000000000001,40.0,275.60,,None
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W21X48,31.86,48.0,1529.28,1,b_3KhYdvHirEY8L6aaoIof2W
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W21X57,30.409999999999997,57.0,1733.37,1,b_3kutYWeAb6xgT_t69_I3gf
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W21X44,18.37,44.0,808.28,1,b_02YOouhSb1pukV8mglQS6G
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W21X44,30.0,44.0,1320.0,1,b_2npFTxsc57DeJHnqgYe8Gh
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W21X44,30.0,44.0,1320.0,1,b_11Wgbk6W1FFA_O7ykDiol4
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W21X44,30.0,44.0,1320.0,1,b_0XV82iaWf7FQ14Q3JsFkfR
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W21X44,30.0,44.0,1320.0,1,b_0ECR8ZU2H7MOx0_MaP9FrI
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W21X44,29.86,44.0,1313.84,1,b_198KUg4LL8H9yPA9vMvvpN
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W14X30,13.31,30.0,399.3,1,b_0zvaLHNVj2LvYwYi2O5jci
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W14X30,25.34,30.0,760.2,1,b_2X3eu0fFrEow5A4sBIXZx5
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W14X30,25.34,30.0,760.2,1,b_0rF54UcUDBwBwqOvLCWzaV
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W10X22,8.4,22.0,184.8,1,b_14V7QK2an7eOU6J2H73f0R
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W10X22,8.07,22.0,177.54,1,b_0L8RatVxv1UuYcAGiCrNj$
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W10X22,7.6,22.0,167.2,1,b_0cp0YL0v5EngfcbjBgRRRN
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W10X22,7.140000000000001,22.0,157.08,1,b_1qu9aH_Sj3ZevTPwJPOJDI
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W10X22,6.880000000000001,22.0,151.36,1,b_1mp_C8gmD48ec5kUR3OU3G
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W10X22,5.81,22.0,127.82,1,b_2g9b2jlHr1n9zbL$2LEeHf
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W10X22,5.74,22.0,126.28,1,b_2ObdAU$tTE7eeSOMCoL0jM
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W10X22,5.07,22.0,111.54,1,b_3ma$k6OSL8jOodtW9R5a1M
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W10X22,4.8,22.0,105.6,1,b_2pKtXGOtb678Ho91N9v9Kp
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W10X22,4.34,22.0,95.48,1,b_3bAFmIDcXFSxxN_QVfqPpQ
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W10X22,4.08,22.0,89.76,1,b_0e7jANxMTDS8nBa$TLvRcd
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W10X22,3.4099999999999997,22.0,75.02,1,b_1qJ32o$5bAtO6zFt756nhC
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W10X22,2.48,22.0,54.56,1,b_0savXENmH60OWtQGlWJGPu
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W10X22,5.57,22.0,122.54,1,b_14rDJybzb1B8irKFL5kSD4
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W10X22,5.01,22.0,110.22,1,b_31oyLN_RTE7uT5jSdRpxZD
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W10X22,4.44,22.0,97.68,1,b_0P51XQvWn3ZfyWu7gpEh$S
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W10X22,3.88,22.0,85.36,1,b_0$TPRwjIT5kxk21OOhFJsa
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W10X22,3.3200000000000003,22.0,73.04,1,b_3AU_uR5uDCQQ0cQeZ5EO8j
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W10X22,2.76,22.0,60.72,1,b_2vGNHMWYvAQPqscJRIVC4F
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W10X22,4.79,22.0,105.38,1,b_1NZ7xOmvr5Kxh1VuKBgYpG
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,W,W10X22,6.73,22.0,148.06,1,b_0x6u08qq171vfse2DJe7ZZ
31,BLDG 2 - Partial Roof Framing Plan - Area 3 ,1,C,C12X20.7,37.32995169082126,20.7,772.73,1,b_3cUAFpSzX68hWW1iudaPgi
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W24X68,29.84,68.0,2029.12,1,b_1uJOKYW6TA1v0Uq1e7B5p8
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W21X44,30.439999999999998,44.0,1339.36,1,b_15ydgAaVX1bwHDon$eRN1p
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W21X44,28.729999999999997,44.0,1264.12,1,b_31$L1WmHz3KQuuf1Wkc42y
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W21X44,29.720000000000002,44.0,1307.68,1,b_2KhBluS9f0qP2WPQkwWrIm
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W21X44,30.0,44.0,1320.0,1,b_1YZHXBIjf8yurrszgEhdl3
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W21X44,30.0,44.0,1320.0,1,b_2itOsX$j95w857hknfyPFo
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W21X44,30.0,44.0,1320.0,1,b_14O3yVaJ9ApRNVs4MPB18Y
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W21X44,30.0,44.0,1320.0,1,b_2tfG4FBNLBCv3UMXh3kv7E
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W21X44,27.1,44.0,1192.4,1,b_2E46EDi3HF6A7yomB57Obj
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W21X44,30.09,44.0,1323.96,1,b_0d8s2AFLT8jOmsCnpTfyXe
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W21X44,29.25,44.0,1287.0,1,b_0J246FV2b6xvarnl884ZkW
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W21X44,30.0,44.0,1320.0,1,b_1Ki6e5zZvDIQlSpJ53M$zO
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W16X31,30.0,31.0,930.0,1,b_1jfKz_vZT32gITftxVneAV
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W16X26,35.0,26.0,910.0,1,b_23uQUtyUn3RgRNxTnNrobx
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W14X30,13.2,30.0,396.0,1,b_02rVWTMSn2Lgmz6ccxccAj
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W14X30,9.129999999999999,30.0,273.9,1,b_1M3XSwpUr9cQCNJ82AHW_a
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W14X30,9.129999999999999,30.0,273.9,1,b_2KsEXmbpH3CwMHK$P2ANtR
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W14X30,9.129999999999999,30.0,273.9,1,b_0ntxI1IHPFjQXuLKZpGviv
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W14X30,9.129999999999999,30.0,273.9,1,b_0RbysjZibC99q0$W32fRwD
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W14X30,9.129999999999999,30.0,273.9,1,b_2gBfpdicD8hu81V1Ps4poV
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W14X30,10.360000000000001,30.0,310.8,1,b_1gPputU75FAxaybKK4EGn_
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W14X30,10.5,30.0,315.0,1,b_0O7PdTgRz5RwLQwY1AtX3W
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W14X30,10.28,30.0,308.4,1,b_1wKGtglp5DKh3HrrO11oGe
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W14X30,10.1,30.0,303.0,1,b_0bEEq2HSz6Uxkzim5Tjd8B
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W14X30,10.9,30.0,327.0,1,b_24jmy$Xnb7Xhr_EpVK9XoE
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W14X30,13.3,30.0,399.0,1,b_0jN6uH_WPBfBkrM2uYKFcZ
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W14X30,25.09,30.0,752.7,1,b_0TzS7Ro9zF9OZrCZ1meK0C
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W14X30,25.09,30.0,752.7,1,b_2rrujEEqHBYO4Vl5uTTwB8
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W12X14,18.900000000000002,14.0,264.6,1,b_2VBHbRvlr729nOb9hLszug
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W10X22,6.0,22.0,132.0,1,b_1dHRNQ9yL4oQyU5ES$1Q4O
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W10X22,6.0,22.0,132.0,1,b_28f6C1U2T9MOIwjCgxzvpt
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W10X22,6.0,22.0,132.0,1,b_3ogZPiV_1CLvjW4texz7Gf
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W10X22,4.08,22.0,89.76,1,b_08AvBvEGzBmR$k_NOXMkMp
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W10X22,9.57,22.0,210.54,1,b_1_rHD3nbD1lwBaHF6HAJKy
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W10X22,8.46,22.0,186.12,1,b_1ZOOj31W1ATf7mfX5o8SnJ
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W10X22,7.890000000000001,22.0,173.58,1,b_3to9PesBvEUhYlHeLTuxxC
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W10X22,7.94,22.0,174.68,1,b_34coNFYBr6yw3MC1DXfVLZ
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W10X22,7.369999999999999,22.0,162.14,1,b_09gzg9yID5NRWvS$ax_kms
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W10X22,6.26,22.0,137.72,1,b_0n2IKPWi99Bhw6D9_acM9a
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W10X22,6.25,22.0,137.5,1,b_1rPy_wDIHEzed$J8CO88z6
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W10X22,5.68,22.0,124.96,1,b_2yppPwPL5DpfQnb0gSG3ez
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W10X22,5.11,22.0,112.42,1,b_2J5OZQqUD8AwVeRxVFLIkS
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W10X22,4.55,22.0,100.1,1,b_3tQSLqDn14RQjYH$XGFufo
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W10X22,7.1,22.0,156.2,1,b_1ICcTxKBv5luV8$lM70NKW
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W10X22,5.54,22.0,121.88,1,b_1fO2OEHz11LfbPmw2ry9As
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W10X22,4.58,22.0,100.76,1,b_3zR9dAOen3xP6L_SpDrpGD
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W10X22,3.62,22.0,79.64,1,b_3q$9ZcUOf7$8Z3epJWZkgL
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W10X22,3.27,22.0,71.94,1,b_0WhP0IFoL2cewQEnoAEOmR
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W10X22,8.85,22.0,194.7,1,b_15EvcZ5qP6r9zeWw5a9UWh
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W10X22,8.77,22.0,192.94,1,b_2DIibgk6PFVB8bRuPbeuPp
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W10X22,6.109999999999999,22.0,134.42,1,b_2V2gEHzEH1pfj7Im8AZcL3
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W10X22,5.98,22.0,131.56,1,b_1D0MACk7n2SAjeyUhhqn3k
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,W,W10X22,6.0,22.0,132.0,1,b_0SYIfMLd13YhARpmXqtXZ5
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,C,C12X30,6.0,30.0,180.0,1,b_0MhnjqgmLFGeQZsHMtkPXK
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,C,C12X30,6.02,30.0,180.6,1,b_1qnvu9I655qh930b_Sa3fq
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,C,C12X30,6.03,30.0,180.9,1,b_0NS36NWcTBKOIIKYoE3$PH
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,C,C12X30,6.02,30.0,180.6,1,b_2UlMMUW0zDVfphX25n__bY
32,BLDG 2 - Partial Roof Framing Plan - Area 4,1,C,C12X30,4.1,30.0,123.0,1,b_0MiXoIGd53A9wAx_e$eFQb
34,CEP Roof Framing Plan,1,W,W24X55,28.490000000000002,55.0,1566.95,1,b_1vKw5E1_r99QKmB$zmLaga
34,CEP Roof Framing Plan,1,W,W18X35,19.41,35.0,679.35,1,b_2fYcddVD53JOG_IiP4gA9Q
34,CEP Roof Framing Plan,1,W,W16X57,41.209999999999994,57.0,2348.97,1,b_28FN6IBj17hBrCsQnGovpn
34,CEP Roof Framing Plan,1,W,W16X57,33.81,57.0,1927.17,1,b_1YnczqOW18Huop$T4sjQuT
34,CEP Roof Framing Plan,1,W,W16X57,33.82,57.0,1927.74,1,b_2VRFcuspPAbgCaARqA5hzH
34,CEP Roof Framing Plan,1,W,W16X26,16.6,26.0,431.6,1,b_1RS4vQZBv0eRBjcMMQrXAT
34,CEP Roof Framing Plan,1,W,W16X26,16.6,26.0,431.6,1,b_3OzFUs_Wv9I9CyOiTlKmX_
34,CEP Roof Framing Plan,1,W,W16X26,16.6,26.0,431.6,1,b_31GUqse4DCGuCuf2MeAx3q
34,CEP Roof Framing Plan,1,W,W16X26,25.4,26.0,660.4,1,b_1P9jDx2N50_w62evZHlsLI
34,CEP Roof Framing Plan,1,W,W16X26,25.4,26.0,660.4,1,b_3WpN5fVA989euqM3OwoyPq
34,CEP Roof Framing Plan,1,W,W16X26,25.4,26.0,660.4,1,b_1BLu9124nFcBtLbaP8F8hK
34,CEP Roof Framing Plan,1,W,W16X26,9.67,26.0,251.42,1,b_3Ol50i$sn7$AzFmoRr2dLS
34,CEP Roof Framing Plan,1,W,W16X26,20.919999999999998,26.0,543.92,1,b_01letL5uz6N85NX2AoghoK
34,CEP Roof Framing Plan,1,W,W16X26,21.69,26.0,563.94,1,b_3Ie7EkGLjF4AAoTRBOzhTj
34,CEP Roof Framing Plan,1,W,W16X26,21.84,26.0,567.84,1,b_1zJknadKT1HfsNVZIVJ1CC
34,CEP Roof Framing Plan,1,W,W16X26,20.919999999999998,26.0,543.92,1,b_0au53Hx1bF7x25H2mtikJV
34,CEP Roof Framing Plan,1,W,W16X26,21.84,26.0,567.84,1,b_0lX0cS3G58uP0wc2W$m8L7
34,CEP Roof Framing Plan,1,W,W16X26,20.919999999999998,26.0,543.92,1,b_3FXRjhXELAB9a2gPNhSMvv
34,CEP Roof Framing Plan,1,W,W16X26,20.919999999999998,26.0,543.92,1,b_3KNhdH5R1EDxHM2B7$e4Co
34,CEP Roof Framing Plan,1,W,W16X26,21.69,26.0,563.94,1,b_2qqfDr8sf7jwk09Ui6kp2S
34,CEP Roof Framing Plan,1,W,W16X26,20.919999999999998,26.0,543.92,1,b_2TSHXy56j1xQ1oTFgXHRLK
34,CEP Roof Framing Plan,1,W,W16X26,21.69,26.0,563.94,1,b_13eVyNatr7buvGQaxjBSMH
34,CEP Roof Framing Plan,1,W,W16X26,20.919999999999998,26.0,543.92,1,b_2b5VfeY9PCGfu9XclVr6fn
34,CEP Roof Framing Plan,1,W,W16X26,21.69,26.0,563.94,1,b_0fSFuevqD8tAve1hZvTuQ8
34,CEP Roof Framing Plan,1,W,W16X26,20.919999999999998,26.0,543.92,1,b_2fhCbifqD5JB6ebcyBRI4b
34,CEP Roof Framing Plan,1,W,W16X26,20.919999999999998,26.0,543.92,1,b_3ChW4ApzbBAPma1cSXKMcZ
34,CEP Roof Framing Plan,1,W,W16X26,20.919999999999998,26.0,543.92,1,b_0QEhapDJrCwhJJxrUOWnkF
34,CEP Roof Framing Plan,1,W,W16X26,20.919999999999998,26.0,543.92,1,b_0ZNHunguLFwwo7$_WeI6xI
34,CEP Roof Framing Plan,1,W,W16X26,20.919999999999998,26.0,543.92,1,b_2FQ44KSCjDd8Tbo$LGDuOM
34,CEP Roof Framing Plan,1,W,W16X26,21.69,26.0,563.94,1,b_3cJsFsK0H7UAoYfVVCkrpl
34,CEP Roof Framing Plan,1,W,W16X26,21.69,26.0,563.94,1,b_3gIvZrTST3K99v1Lpcx7hO
34,CEP Roof Framing Plan,1,W,W16X26,21.69,26.0,563.94,1,b_3Q42HWhU9A_8VczlHLFRkF
34,CEP Roof Framing Plan,1,W,W16X26,21.69,26.0,563.94,1,b_0TdJB7gdn7SQDC7CN5j1cb
34,CEP Roof Framing Plan,1,W,W16X26,21.69,26.0,563.94,1,b_0_pvtwv3X9vA3i7umDSDdA
