PageNumber,AreaName,Quantity,Shape,Size,Length,WeightFT,WeightEA,TopOfSteel,GUID
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W27X84,38.0,84.0,3192.0,1,b_1HKsX5Bt9EXeENMZEuCz_F
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W27X84,30.0,84.0,2520.0,1,b_0zROQmpY97vBn5guslhCsD
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W24X76,31.0,76.0,2356.0,1,b_0OmzABOyfBF9rl9$Xaqidj
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W24X76,29.0,76.0,2204.0,1,b_2bhIrnf1XADgQrf4jNScBD
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W24X62,29.0,62.0,1798.0,1,b_3abwPQ4IvAp9tfGmY1sCf7
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W24X62,30.0,62.0,1860.0,1,b_3r02TisgzAK91oTB8tYf0P
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W24X62,30.0,62.0,1860.0,1,b_2eHHp8zQLAA9ryiUBMmS98
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W24X62,30.0,62.0,1860.0,1,b_0_O7l8bqD3wu9cruQVGgOu
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W24X55,26.490000000000002,55.0,1456.95,1,b_2Nbyg3EU51f8eK6Yr6$p9n
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W21X48,30.0,48.0,1440.0,1,b_3P4WkfPGH4NQuWVlpRAycc
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W21X48,29.92,48.0,1436.16,1,b_22Bkrs9K1Dyg1BrqA4z4R2
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W18X50,25.0,50.0,1250.0,1,b_0OvWY0tbf89QdMnKreUAJX
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W18X40,22.95,40.0,918.0,1,b_3NGots8NDA49GACmxpHt$W
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W18X40,18.509999999999998,40.0,740.4,1,b_31SMYa6wb5I9yMQo7mMPQs
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W18X40,30.0,40.0,1200.0,1,b_3Dy26eyjT1RxZqa1nOwiwg
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W18X40,18.869999999999997,40.0,754.8,1,b_08JY0ODLHBYgH8_F9z9go7
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W16X40,19.919999999999998,40.0,796.8,1,b_1ose6cYVv6pf6ycWUPt_nB
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W16X40,19.919999999999998,40.0,796.8,1,b_2V$cVlmaTChvAqsDQtH43m
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W16X26,17.44,26.0,453.44,1,b_0ZYDPY52rEo9ELIl8la4Ec
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W16X26,16.2,26.0,421.2,1,b_3wE8KfENH8cRd3AwnRMse0
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W14X22,10.0,22.0,220.0,1,b_08E5cu6jL7V8dpKnqFtxJS
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W14X22,10.03,22.0,220.66,1,b_0kebhfnx9DB832jkHDUmyb
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W14X22,7.76,22.0,170.72,1,b_3PLmMC16nDlODBDPFvBCnJ
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W14X22,7.77,22.0,170.94,1,b_3RrrlFFZn4Cvd2u7Dcs5$W
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W10X22,3.1599999999999997,22.0,69.52,1,b_2qWHkjm4b44R6X5b31TZVA
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W10X22,4.3,22.0,94.6,1,b_1vMk_lVeP0PQMKuIx4lGJb
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W10X22,4.93,22.0,108.46,1,b_1yTJaEtwHCNBzpAkd5I0ES
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W10X22,6.77,22.0,148.94,1,b_0avOWu_HrAtheDRITgGp9c
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W10X22,16.92,22.0,372.24,1,b_2Yb5SVtoD3vv2$0Vc29cYB
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W10X22,16.92,22.0,372.24,1,b_0A7_RoxcT9S81PXKreum2S
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W10X22,16.92,22.0,372.24,1,b_1r5UsvoPHB9w$_9zO4Wxqg
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W10X22,16.92,22.0,372.24,1,b_3D6H$dlnj5qApdVEcjkCZZ
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W10X22,16.92,22.0,372.24,1,b_1NVhI39Jb53htgIeTIxCwU
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W10X22,16.92,22.0,372.24,1,b_30LCy8EcX7Twb3D5aXi1Yf
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W10X22,7.390000000000001,22.0,162.58,1,b_2dDoVsLAjD_v8g$Vay1aw4
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W8X10,5.76,10.0,57.6,1,b_2__kccXFrEuhS5D0uJIeSb
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W8X10,5.76,10.0,57.6,1,b_2wV3BoGS96XQtlSMTTsliv
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W8X10,5.76,10.0,57.6,1,b_29tdcVRtj8eRtBQlbjBGf2
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W8X10,5.7700000000000005,10.0,57.7,1,b_0KNorVxQX9hv5nuPIbD3Wx
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W8X10,5.7700000000000005,10.0,57.7,1,b_17ipue5a17uubDTy_J3DBy
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W8X10,5.7700000000000005,10.0,57.7,1,b_1Z2Yn6va98GR3oj0JQP_jO
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W8X10,5.7700000000000005,10.0,57.7,1,b_0HdDQ8BK97jeDTN$mP6jhp
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W8X10,5.7700000000000005,10.0,57.7,1,b_1rpPG$m5r5ExY4tokxHDGp
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W8X10,5.7700000000000005,10.0,57.7,1,b_2YZJQl5D53oBhY3gnmMATX
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W8X10,5.7700000000000005,10.0,57.7,1,b_3cjJMTHbLDPAvLsK_tp9NU
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W8X10,5.7700000000000005,10.0,57.7,1,b_0OCL76Q8b8yOodkhOtT8Pc
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W8X10,5.7700000000000005,10.0,57.7,1,b_07h1rrWg11hfNUItpSWfoy
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W8X10,5.7700000000000005,10.0,57.7,1,b_3tTx3I_DL2b9oKgeLtxIig
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W8X10,5.7700000000000005,10.0,57.7,1,b_1NkbkrzCX0Nh7upAlyIPWJ
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W8X10,5.7700000000000005,10.0,57.7,1,b_2fD3qrma9EmvsvdzKyHsAF
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W8X10,5.76,10.0,57.6,1,b_1zceQBukfFl9H65ITHyDgk
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W8X10,5.76,10.0,57.6,1,b_1ygki3dzHEwf7zEfSvL8QI
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W8X10,5.76,10.0,57.6,1,b_2uPD$7ypb1mRcn_my1s_6R
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W8X10,5.64,10.0,56.4,1,b_1kW1u$CJ5F7BcSO12pRl4i
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W8X10,5.64,10.0,56.4,1,b_3Q8iys0Q9EHPgpv9ZK7jg$
15,BLDG 1 - Partial Roof Framing Plan - Area A,1,W,W8X10,5.64,10.0,56.4,1,b_3l9C2o7eXDmwdHO9bocQQ8
,,1,W,W24X68,11.81,68.0,803.08,,None
16,BLDG 1 Partial Roof Framing Plan - Area 2 ,1,W,W27X84,40.25,84.0,3381.0,1,b_1MPCpuTs94ve8ykjGviGby
16,BLDG 1 Partial Roof Framing Plan - Area 2 ,1,W,W24X68,30.0,68.0,2040.0,1,b_2yok_4Yuj4A8JLgUxmcSVj
16,BLDG 1 Partial Roof Framing Plan - Area 2 ,1,W,W24X68,30.0,68.0,2040.0,1,b_2n0LpDGqD9shoYDbF0oRFB
16,BLDG 1 Partial Roof Framing Plan - Area 2 ,1,W,W24X68,30.0,68.0,2040.0,1,b_2dDl0iH4911wnRJehF0qf3
16,BLDG 1 Partial Roof Framing Plan - Area 2 ,1,W,W24X55,30.0,55.0,1650.0,1,b_2v_z9E1_v96OUGi$1BJgGe
16,BLDG 1 Partial Roof Framing Plan - Area 2 ,1,W,W24X55,30.0,55.0,1650.0,1,b_0p_RDgDjXCMRzrjBdye0Px
16,BLDG 1 Partial Roof Framing Plan - Area 2 ,1,W,W24X55,30.0,55.0,1650.0,1,b_30DchoGQz4yuvHUQdDkYtr
16,BLDG 1 Partial Roof Framing Plan - Area 2 ,1,W,W24X55,30.0,55.0,1650.0,1,b_2o1rnu$kH5qfb113Sq3xzk
16,BLDG 1 Partial Roof Framing Plan - Area 2 ,1,W,W24X55,26.75,55.0,1471.25,1,b_3R8ZnwlXP079ANbvaRIl0c
16,BLDG 1 Partial Roof Framing Plan - Area 2 ,1,W,W24X55,29.22,55.0,1607.1,1,b_0z1FC305n4X9L2lRgto9pH
16,BLDG 1 Partial Roof Framing Plan - Area 2 ,1,W,W24X55,30.0,55.0,1650.0,1,b_0Q8stBhz93l8h9zmQkrBef
16,BLDG 1 Partial Roof Framing Plan - Area 2 ,1,W,W24X55,29.22,55.0,1607.1,1,b_2nx7tfdNLB0RP_WdZKEErY
16,BLDG 1 Partial Roof Framing Plan - Area 2 ,1,W,W24X55,30.0,55.0,1650.0,1,b_3tdL3mEyj6FPSCRm3gzGYE
16,BLDG 1 Partial Roof Framing Plan - Area 2 ,1,W,W24X55,29.22,55.0,1607.1,1,b_0hUJXa3kjFAQNQlIsCoNhG
16,BLDG 1 Partial Roof Framing Plan - Area 2 ,1,W,W24X55,30.0,55.0,1650.0,1,b_0Y$NGj_$zA$f9PxgnoVJc8
16,BLDG 1 Partial Roof Framing Plan - Area 2 ,1,W,W24X55,29.22,55.0,1607.1,1,b_1SK9PTkjr8Yh$a3ZsC6wcH
16,BLDG 1 Partial Roof Framing Plan - Area 2 ,1,W,W24X55,30.0,55.0,1650.0,1,b_3bWynFJDfBIvTE3P7Xgns3
16,BLDG 1 Partial Roof Framing Plan - Area 2 ,1,W,W24X55,30.0,55.0,1650.0,1,b_1bIotAZc59iP23B9ESVkSH
16,BLDG 1 Partial Roof Framing Plan - Area 2 ,1,W,W14X22,7.77,22.0,170.94,1,b_3pJUqx9tv11Bx0kYmc$6A8
16,BLDG 1 Partial Roof Framing Plan - Area 2 ,1,W,W14X22,7.77,22.0,170.94,1,b_0DRe14Cmv9b9eOHLItxYgo
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W27X84,42.19,84.0,3543.96,1,b_3y1TbgTWj1pxn837L_SIwF
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W24X84,28.72,84.0,2412.48,1,b_1DrFzhR1z9gPWzSja_LZnJ
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W24X84,30.0,84.0,2520.0,1,b_2atODXX_5FluhlnhCv2OBE
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W24X84,30.0,84.0,2520.0,1,b_3AmBnmWXnDaxtHdK$e4L1e
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W24X84,30.0,84.0,2520.0,1,b_11DVakTKjCigMdAWSwvXw$
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W24X76,28.73,76.0,2183.48,1,b_19sfjqRK59rextC6fBj4C6
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W24X68,30.0,68.0,2040.0,1,b_1g2NmU6I96dRZYtVSx6mm6
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W24X68,30.0,68.0,2040.0,1,b_3KBUywbM13DgmR2WxwBsnV
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W24X68,30.0,68.0,2040.0,1,b_1EtHyq25PD$8DGYYhN4gMm
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W24X68,30.0,68.0,2040.0,1,b_29xDxX_tr8WP9g9gh9i0af
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W24X68,30.0,68.0,2040.0,1,b_2NECVwRkz2R9I$ufCwmIsF
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W24X55,19.53,55.0,1074.15,1,b_2JtdH5ptT85AGVU$cTArkG
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_1MP_SzWPf9vARJdKmBvdRE
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_06OdV8m3P7mA1pLqSnu8ht
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_1xYZ8ClKX58ADyeBYoh4FA
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_1bgQl9iZTAKw9DK1L7I_2C
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_2zv$mFqyPB1AbCE7a3jOuy
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_02XUa2qCjAyBKmk7Fdi97S
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_24oPBeJJnCY9PA$gshF_eX
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_3CalskeOf8VgenBQ5IQoNU
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_333IFYN41AaA7v1JmX3UXz
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_1ezQsV6gX9aAstLrUAg62P
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_2gcJ6GvJn7FfQN28bHa0ke
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_21gKv1RfX2RByLOmKMDL_1
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_13MHEl5Kv6kvwLAKGVrQHY
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_3YXKxxh2z1EPq7GzKY0hEP
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_1Rv9SawzHCuAZSpVbWHW97
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_1BmaQUTzzBZhYcm_A4Ox22
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_1rhnOil592T8kAQ8bFinIm
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_3xHK2Xza13w9jwzdnwqOIz
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_3B3vwrCXT43QxpVJIgbVRV
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.01,44.0,1980.44,1,b_0wISMbnjvASxS7VbMRJ1pJ
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_1uXoMd$fn7yQtdOAZmrnDI
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_3FZKokICrA5e3S5r0JLFEY
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_2EzjtsSPHCMvU8h4m8OcUs
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_3Zh6dZFW99ffK6zmsgCRxj
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_1nSgCyTKr3TfJlqJB2wwBQ
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_18sJJjrc57IvBRtf7tTAng
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_1CCSUuQUT24ef3k5NHuX3C
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_2Wn$e29wrCffjY3dZfPU1L
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_1hyIvTdErCMuA$tvh6gNhU
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,45.0,44.0,1980.0,1,b_3GYhDHIh5DyxWzjl69$pJy
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W21X44,14.52,44.0,638.88,1,b_1z_zlkmkjA4RCPA2GaCMTD
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W18X50,42.2,50.0,2110.0,1,b_2ZZHAo$xzA4RhCLD1xyOSA
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W18X50,42.2,50.0,2110.0,1,b_3vJsYp38PAIQ4ohXQ$zDuR
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W18X50,42.2,50.0,2110.0,1,b_3hrb7XTeDArxbgtW2P61K0
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W18X40,30.0,40.0,1200.0,1,b_0G$rMM9ozFTgKceqLTJ8A7
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W18X35,16.310000000000002,35.0,570.85,1,b_3g$_26RzrF$RI7S_nuPrXl
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X31,29.65,31.0,919.15,1,b_3oDg$XpP55RBw9SasHou6B
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X31,29.65,31.0,919.15,1,b_3dZkoANvnFfwqspx6yT5Gm
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X31,29.65,31.0,919.15,1,b_3dt_aT3HD32vViwU67ZY4T
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X31,30.0,31.0,930.0,1,b_0EhuEZNEnCKuxwAHHtfYJZ
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X31,30.0,31.0,930.0,1,b_0QsuwS$rL5XRrR29pGEHuR
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X31,37.89,31.0,1174.59,1,b_3cVc46u_T8guaP025o5_rz
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X31,30.0,31.0,930.0,1,b_0FoHTcE9r3EvEXxEtF5wFJ
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X31,30.0,31.0,930.0,1,b_2qFQ4b20n9Vuu99JDMsmng
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X31,30.0,31.0,930.0,1,b_0BKrmAZW50B8Z0R9hyDQP7
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X31,30.0,31.0,930.0,1,b_2MJAZhGVj8P9PflPOilroO
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X31,30.0,31.0,930.0,1,b_36$Pv6DQ98tPHgLb$htZP8
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X31,30.0,31.0,930.0,1,b_3npNqi33rDSABdYCaCEGPd
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X31,14.47,31.0,448.57,1,b_2hcAusLg9AWQqaphwe_Xm4
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X26,30.0,26.0,780.0,1,b_08K6L8x4rDNv7PHgsZqpfY
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X26,30.0,26.0,780.0,1,b_2nACG_ikr26QHFRxetkSq7
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X26,30.85,26.0,802.1,1,b_3gjSX6lbj4hfcCMKZiySKc
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X26,25.39,26.0,660.14,1,b_0i2LT_cDj2hADBqsSzIXw_
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X26,30.0,26.0,780.0,1,b_1fsIfJTjP1R8roVNtViVoM
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X26,30.0,26.0,780.0,1,b_27h5_9TTH0lg5uc1mEjYXs
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X26,30.0,26.0,780.0,1,b_0byA7pP018Ih4u1KWdJ4yx
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X26,30.0,26.0,780.0,1,b_1f_o194WP2desw4XgbJUAQ
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X26,30.0,26.0,780.0,1,b_0hwVUHGhL638WMCFXImhcW
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X26,30.0,26.0,780.0,1,b_2y7EWpYefCZBgg34kE55mi
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X26,30.0,26.0,780.0,1,b_1WyUGa6abCOvuJRDlAbw9U
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X26,30.0,26.0,780.0,1,b_16EnP3lgb7dAFt3JTkF0Ax
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X26,30.0,26.0,780.0,1,b_0YjLd2Eu93mR9NTw202QAa
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X26,30.0,26.0,780.0,1,b_3fqODjP794Sft0immp_19t
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X26,30.0,26.0,780.0,1,b_2wT7sPGkv9Gx0K87NNrRfg
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X26,30.0,26.0,780.0,1,b_24yo8G6h5CdO8GEFeAodka
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X26,25.39,26.0,660.14,1,b_1kC$aAp7T6o8ULxgGMyyUP
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X26,25.39,26.0,660.14,1,b_39fSYiXmjFQRAkwvfA3seR
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X26,25.39,26.0,660.14,1,b_0Chzv5YXPDO8E3PIYjWjsG
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X26,30.85,26.0,802.1,1,b_1FLnKIN0fEiOaOgombPE8L
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X26,28.07,26.0,729.82,1,b_04gHogXuL00u7eemGInzQU
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X26,30.0,26.0,780.0,1,b_2c_HF1oKrC1vGp474mmpLR
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W16X26,30.0,26.0,780.0,1,b_3xzffgRgv4dRf_COu8Re6w
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W12X14,14.290000000000001,14.0,200.06,1,b_1norLmQBn2Jxcqi2EKLdZq
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W12X14,14.290000000000001,14.0,200.06,1,b_2z4yTTCG1CdO_$nk7uzhc3
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W12X14,14.290000000000001,14.0,200.06,1,b_3kk16VIlXDyOAY0ps4WX0K
24,BLDG 2 - Partial Second Floor Framing Plan - Area 1 ,1,W,W10X12,13.450000000000001,12.0,161.4,1,b_21FyzNny52i8fRR5u6_k_p
,,1,W,W24X84,28.53,84.0,2396.52,,None
,,1,W,W24X84,29.75,84.0,2499.00,,None
25,BLDG 2 - Partial Second Floor Framing Plan - Area 2,1,W,W24X84,32.29,84.0,2712.36,1,b_0iuMTuPa5A4h9pAGYEtleB
25,BLDG 2 - Partial Second Floor Framing Plan - Area 2,1,W,W24X68,30.0,68.0,2040.0,1,b_22wM7k3Xr7KwZRMC8nVFT1
25,BLDG 2 - Partial Second Floor Framing Plan - Area 2,1,W,W24X68,30.0,68.0,2040.0,1,b_0dqDOeXmbDQ800PydjLrvT
25,BLDG 2 - Partial Second Floor Framing Plan - Area 2,1,W,W24X68,30.0,68.0,2040.0,1,b_1DPJc7X_5EBxhNA3BZWN27
25,BLDG 2 - Partial Second Floor Framing Plan - Area 2,1,W,W24X68,30.0,68.0,2040.0,1,b_0_IBscuyH8VBivgxw4spRF
25,BLDG 2 - Partial Second Floor Framing Plan - Area 2,1,W,W24X68,30.0,68.0,2040.0,1,b_0jAroW8kP1teie8$Vl95g$
25,BLDG 2 - Partial Second Floor Framing Plan - Area 2,1,W,W24X68,30.0,68.0,2040.0,1,b_0Qu0QHk2zCbe0I2ShfA689
25,BLDG 2 - Partial Second Floor Framing Plan - Area 2,1,W,W24X55,19.330000000000002,55.0,1063.15,1,b_1wXsAlI_b0pvrnTDm8bmin
25,BLDG 2 - Partial Second Floor Framing Plan - Area 2,1,W,W21X44,45.0,44.0,1980.0,1,b_2jaAI$LcvAMBz6doLWeHFg
25,BLDG 2 - Partial Second Floor Framing Plan - Area 2,1,W,W21X44,45.0,44.0,1980.0,1,b_0hRWGTRsX2JfrIWctyUogM
25,BLDG 2 - Partial Second Floor Framing Plan - Area 2,1,W,W21X44,45.0,44.0,1980.0,1,b_032gGJi_9BlR9MkuMeG5eM
25,BLDG 2 - Partial Second Floor Framing Plan - Area 2,1,W,W21X44,45.0,44.0,1980.0,1,b_0NFZL6HFn2PebZ6gsP7lPT
25,BLDG 2 - Partial Second Floor Framing Plan - Area 2,1,W,W21X44,45.0,44.0,1980.0,1,b_19yUfP8b1BAPzb5rjaXXe$
25,BLDG 2 - Partial Second Floor Framing Plan - Area 2,1,W,W21X44,45.0,44.0,1980.0,1,b_2dWm3yQIfCkAXz$HWYh5yv
